ClusterSize, Major1, Major2, Hash, CurriculumSize, Courses
253, GSB, GSB, 1551098258, 15, [GSB4407F$ GSB1413CE$ GSB4428F$ GSB4606S$ GSB4513W$ GSB4264Z$ GSB4486S$ GSB1407CE$ GSB4605S$ GSB1417CE$ GSB4426F$ GSB1415CE$ GSB1404CE$ GSB4604F$ GSB4102W]
160, SWK, DRM, 1582151817, 12, [SWK4015F$ SWK4004S$ SWK3066S$ SWK4014S$ SWK2001F$ DRM1040W$ DRM1041W$ DRM1027F$ DRM2010F$ DRM1029F$ DRM3042W$ DRM3040W]
89, IBS, AST, 1672509449, 11, [IBS4008W$ IBS4008W$ IBS4002W$ IBS2001S$ IBS4007W$ AST3002F$ AST3002F$ AST1000F$ AST1000F$ AST4010W$ AST1000F]
266, STA, REL, 633491819, 6, [STA2030S$ STA3022F$ STA1000P$ REL4011H$ REL4053F$ REL4053F]
224, ECO, IBS, 103422671, 12, [ECO3024F$ ECO4116F$ ECO4112F$ ECO2004S$ ECO4120S$ ECO4113S$ ECO4104F$ IBS4007W$ IBS4007W$ IBS4007W$ IBS4010W$ IBS4002W]
182, SOC, FAM, 1813089141, 8, [SOC3031S$ SOC2019S$ SOC4021S$ SOC4003S$ FAM20003CE$ FAM3012S$ FAM2014S$ FAM4011S]
132, SLL, MUZ, 556506922, 12, [SLL4054S$ SLL4049F$ SLL2055S$ MUZ2372H$ MUZ1800S$ MUZ3201H$ MUZ3291H$ MUZ1367F$ MUZ1804Z$ MUZ4383F$ MUZ3355H$ MUZ1379H]
307, POL, STA, 1745157797, 14, [POL2041S$ POL4033F$ POL1004L$ POL4032F$ POL1004F$ POL1004L$ STA4010W$ STA1007S$ STA1100S$ STA4023W$ STA2007H$ STA1007S$ STA2020F$ STA1006S]
125, BUS, RAY, 1764057285, 17, [BUS2035S$ BUS20132CE$ BUS4094S$ BUS4016S$ BUS201206CE$ BUS4087S$ BUS4087S$ BUS1036F$ RAY4016W$ RAY4015W$ RAY4019W$ RAY4012W$ RAY4011W$ RAY2004S$ RAY4019W$ RAY4017W$ RAY4018W]
273, AST, FAM, 1684887893, 11, [AST2002H$ AST2002H$ AST4007W$ AST2003H$ AST4011W$ FAM2013S$ FAM2000F$ FAM2013S$ FAM1000S$ FAM4008F$ FAM1009F]
130, EBE, EBE, 107616911, 13, [CPD1150CE$ CPD10047CE$ CPD1145CE$ CPD1120CE$ CPD1064CE$ CPD1068CE$ CPD1115CE$ CPD1115CE$ CPD1142CE$ CPD1120CE$ CPD1144CE$ CPD1090CE$ CPD1114CE]
153, DOH, SWK, 722767901, 13, [DOH1004CE$ DOH1002F$ DOH1004CE$ DOH1000CE$ DOH2001S$ DOH1001CE$ DOH1003CE$ DOH2001S$ DOH1000CE$ SWK3001F$ SWK4034F$ SWK1004S$ SWK4034F]
317, MAM, MCB, 1830986575, 14, [MAM1010S$ MAM1043H$ MAM1019H$ MAM2084S$ MAM1021F$ MAM2085F$ MCB2022S$ MCB4003W$ MCB4004W$ MCB3025F$ MCB2021F$ MCB2022S$ MCB2020F$ MCB3023S]
128, CIV, ELL, 622872084, 8, [CIV1005W$ CIV4035C$ CIV3048F$ CIV3046S$ CIV4046F$ ELL2015S$ ELL1009F$ ELL4063H]
228, DOM, FAM, 1603664294, 11, [DOM1011CE$ DOM1010CE$ DOM1013CE$ DOM1007CE$ FAM3001S$ FAM3010F$ FAM2000F$ FAM3018F$ FAM2015F$ FAM4017F$ FAM1000S]
157, PHY, PSY, 1926229771, 12, [PHY1023H$ PHY1031F$ PHY1012S$ PHY4000W$ PHY1004W$ PHY1014S$ PHY1032S$ PSY3005F$ PSY3009F$ PSY2011F$ PSY1005S$ PSY1006F]
56, FTX, HUB, 1409260475, 10, [FTX1005F$ FTX4035W$ FTX1005Q$ FTX4036S$ FTX4037S$ FTX1005Q$ FTX4010F$ HUB3006F$ HUB4079W$ HUB4033S]
187, PSY, POL, 741241456, 15, [PSY4000W$ PSY4000W$ PSY1004F$ PSY2006F$ PSY2003S$ PSY2010S$ PSY2009F$ PSY3008FEWA$ POL2038L$ POL4044F$ POL1005P$ POL3039S$ POL1005P$ POL4006F$ POL4002F]
84, HUB, HSE, 1502633482, 16, [HUB4079W$ HUB4086W$ HUB2020S$ HUB4033F$ HUB4057F$ HUB4073S$ HUB4066H$ HUB4063W$ HUB2021S$ HSE4002S$ HSE1006F$ HSE1013F$ HSE1011F$ HSE4005CE$ HSE4000F$ HSE4002S]
254, PPH, CHE, 155400892, 12, [PPH4059S$ PPH4060S$ PPH4032H$ PPH4035S$ PPH4040S$ PPH4032H$ PPH4019F$ PPH4028F$ PPH4004F$ CHE3049W$ CHE1001Z$ CHE3053SEWA]
283, CHE, PBL, 1606032678, 12, [CHE2006S$ CHE4056Z$ CHE3070S$ CHE4055X$ CHE4055X$ PBL2800F$ PBL2000WEWA$ PBL4505F$ PBL4401H$ PBL4802H$ PBL3801W$ PBL3801WEWA]
165, MDN, DRM, 993046301, 13, [MDN4016W$ MDN2001S$ MDN4032F$ MDN2001S$ DRM4004H$ DRM3045H$ DRM4019S$ DRM2011S$ DRM2011S$ DRM2010F$ DRM4038F$ DRM3043W$ DRM3010F]
224, AHS, DOH, 847122867, 14, [AHS4157W$ AHS4009H$ AHS4067S$ AHS4067S$ AHS4089F$ AHS1032S$ DOH2001S$ DOH1002CE$ DOH1002F$ DOH1010S$ DOH2001S$ DOH1001CE$ DOH1003CE$ DOH1002CE]
178, ECO, GSB, 202290968, 13, [ECO4102F$ ECO4102F$ ECO4118S$ ECO2007S$ ECO3025S$ GSB4526F$ GSB1401CE$ GSB4428F$ GSB1427CE$ GSB4103W$ GSB1600CE$ GSB4602S$ GSB4408F]
288, ACC, POL, 1791419415, 13, [ACC3023N$ ACC4050W$ ACC1006S$ ACC4037W$ ACC3004H$ POL2002SEWA$ POL1005P$ POL2038L$ POL4007H$ POL1004P$ POL2042S$ POL1010S$ POL4032F]
61, BUS, PTY, 1801875453, 11, [BUS1601CE$ BUS20149CE$ BUS2033F$ BUS4074R$ PTY4005W$ PTY3009H$ PTY4005W$ PTY4004W$ PTY4001W$ PTY4009W$ PTY4003W]
274, MAM, CML, 1764508126, 13, [MAM1022F$ MAM1000W$ MAM2053S$ MAM1013FEWA$ MAM1022F$ MAM4007W$ MAM1110H$ CML4501F$ CML2005F$ CML4507S$ CML2010L$ CML2005F$ CML4006W]
238, GSB, INF, 1917753438, 9, [GSB4224S$ GSB4417S$ GSB1401CE$ GSB1407CE$ GSB1414CE$ GSB4507F$ INF4018W$ INF3030R$ INF2006F]
152, INF, FTX, 2024235749, 9, [INF4000S$ INF3011F$ INF20136CE$ INF1002S$ INF4024W$ FTX2024F$ FTX3045S$ FTX4036F$ FTX4086F]
116, BUS, EBE, 596422814, 12, [BUS4017R$ BUS4049W$ BUS4030H$ CPD1145CE$ CPD1145CE$ CPD1143CE$ CPD1090CE$ CPD1120CE$ CPD1111CE$ CPD1059CE$ CPD1144CE$ CPD1141CE]
84, APG, EEE, 1498667391, 9, [APG2009F$ APG4031F$ APG4011FEWA$ APG4022F$ EEE4089F$ EEE4087F$ EEE1007S$ EEE4109Z$ EEE3000X]
285, DOM, PTY, 2033314391, 14, [DOM1008CE$ DOM1007CE$ DOM1010CE$ DOM1010CE$ DOM1011CE$ PTY4002W$ PTY4006W$ PTY4004W$ PTY4002W$ PTY4002W$ PTY2000S$ PTY3009H$ PTY4008S$ PTY4005W]
276, ELL, FAM, 212818748, 11, [ELL2015S$ ELL4063H$ ELL3009S$ ELL4001H$ ELL4063H$ ELL2016F$ FAM2000F$ FAM1001CE$ FAM3017S$ FAM20002CE$ FAM1000L]
316, SOC, MDN, 501449055, 13, [SOC1001F$ SOC2035S$ SOC4000H$ SOC4010F$ SOC2015S$ SOC2015S$ SOC2015S$ SOC4013F$ SOC1005S$ MDN4033S$ MDN4041W$ MDN2002W$ MDN4033S]
195, SLL, PRY, 848810130, 13, [SLL3064F$ SLL1063S$ SLL2063S$ SLL3082F$ SLL3132S$ SLL1082F$ SLL4107S$ SLL2064F$ SLL1073F$ PRY4021F$ PRY2001S$ PRY4015F$ PRY4023S]
201, FIN, MAM, 219246283, 14, [FIN2029F$ FIN3024F$ FIN3011W$ FIN2025W$ FIN4015W$ FIN3029S$ FIN4059F$ MAM3002H$ MAM3003S$ MAM3085FEWA$ MAM2004H$ MAM3002H$ MAM1014F$ MAM3000W]
168, DOH, PHI, 539409484, 12, [DOH1020CE$ DOH1009S$ DOH1020CE$ DOH1004CE$ DOH1003CE$ DOH1003CE$ DOH1002CE$ PHI4023F$ PHI2043FEWA$ PHI4000W$ PHI3023F$ PHI2041S]
184, POL, FAM, 1457005953, 14, [POL2038F$ POL3043F$ POL1004F$ POL2002SEWA$ POL2002SEWA$ FAM2015F$ FAM3007F$ FAM3001S$ FAM4011S$ FAM1000CE$ FAM3005F$ FAM4007F$ FAM4000W$ FAM3007F]
236, EDN, STA, 1987544823, 12, [EDN2046CE$ EDN2036CE$ EDN3204WEWA$ EDN2025CE$ EDN2049CE$ EDN2023CE$ EDN2509W$ STA3036S$ STA3041F$ STA3030F$ STA4006W$ STA3030F]
139, REL, REL, 1478673303, 16, [REL4011H$ REL2048S$ REL4049F$ REL3042S$ REL1002F$ REL1002F$ REL1002F$ REL4053F$ REL1015F$ REL4049F$ REL4049F$ REL2053S$ REL4046S$ REL4053F$ REL4049F$ REL4053F]
267, GEO, MUZ, 356068153, 17, [GEO2001F$ GEO1008F$ GEO2005X$ GEO2005X$ GEO2004S$ GEO2004S$ GEO1008F$ GEO4004W$ MUZ4372H$ MUZ4210W$ MUZ2285H$ MUZ3278H$ MUZ2366H$ MUZ1377H$ MUZ1805H$ MUZ4204W$ MUZ1805H]
189, MAM, AST, 511919124, 16, [MAM1012F$ MAM1010F$ MAM2085F$ MAM1043H$ MAM4013W$ MAM1006H$ MAM3003S$ AST3003S$ AST4008W$ AST4009W$ AST4008W$ AST3003S$ AST1000F$ AST4007W$ AST4008W$ AST4007W]
201, EGS, BIO, 1233657835, 15, [EGS4011S$ EGS4001W$ EGS2013F$ EGS4054W$ EGS4048F$ EGS4039F$ BIO2012S$ BIO2011S$ BIO4000W$ BIO4004W$ BIO3013F$ BIO3017S$ BIO2012S$ BIO2012S$ BIO4004W]
157, PHY, CSC, 24549470, 13, [PHY1032S$ PHY1013F$ PHY4000W$ PHY1032S$ PHY2010S$ PHY1014F$ PHY4000W$ CSC4016W$ CSC4001W$ CSC4017W$ CSC4002W$ CSC3023F$ CSC4003W]
314, ECO, PTY, 620551242, 16, [ECO4114S$ ECO1010F$ ECO4013S$ ECO1010S$ ECO4032S$ ECO20141CE$ ECO4016F$ ECO4032S$ ECO4028S$ PTY3009H$ PTY4000W$ PTY4006W$ PTY4002W$ PTY4009W$ PTY4007W$ PTY4000W]
275, MEC, CIV, 1884656378, 9, [MEC3023F$ MEC4103F$ MEC1003F$ MEC1002W$ MEC1000X$ CIV4045F$ CIV4044S$ CIV3046S$ CIV3049S]
188, DOH, RDL, 1057163499, 14, [DOH2001S$ DOH1010S$ DOH1009S$ DOH1002CE$ DOH1003CE$ DOH1010S$ RDL4008H$ RDL4505F$ RDL3006H$ RDL1006W$ RDL3003H$ RDL1007H$ RDL2003H$ RDL4506S]
84, ACC, DRM, 1182724338, 16, [ACC2023S$ ACC1006N$ ACC3004N$ ACC2022S$ ACC1006F$ ACC3022H$ ACC1006F$ ACC3502H$ ACC3020W$ DRM4024S$ DRM2010F$ DRM4000H$ DRM4024S$ DRM4024S$ DRM3018S$ DRM4024S]
319, EDN, ELL, 345567345, 11, [EDN4181W$ EDN3224W$ EDN3211W$ EDN2520W$ EDN4504F$ EDN3244W$ EDN4176W$ EDN4515S$ ELL2015S$ ELL4070S$ ELL1009F]
315, GSB, BIO, 999442162, 17, [GSB1419CE$ GSB4606F$ GSB4224S$ GSB4602S$ GSB4607S$ GSB4103W$ GSB4488S$ GSB4496S$ BIO4005W$ BIO4000W$ BIO4000W$ BIO3002F$ BIO4001W$ BIO4004W$ BIO3016S$ BIO4000W$ BIO3016S]
292, APG, POL, 1258277595, 12, [APG3023W$ APG4026S$ APG3033W$ APG1021W$ APG4008S$ APG3027Z$ APG4030S$ APG4035F$ POL3037F$ POL3043F$ POL4005H$ POL4033F]
145, SLL, AXL, 271231209, 16, [SLL4000H$ SLL3084F$ SLL1082F$ SLL4091S$ SLL2074S$ SLL1061S$ SLL3073F$ SLL1042S$ AXL1401S$ AXL4307F$ AXL4102W$ AXL4402S$ AXL2401L$ AXL1400F$ AXL4106F$ AXL4106F]
51, MEC, PSY, 1161622653, 16, [MEC1007F$ MEC4099Z$ MEC4107S$ MEC2000X$ MEC2023S$ MEC1017F$ MEC2042F$ MEC1003F$ MEC4104F$ PSY1004F$ PSY1005S$ PSY2006F$ PSY2011F$ PSY1007S$ PSY3008FEWA$ PSY3011S]
62, PSY, MAM, 1292170417, 12, [PSY4000W$ PSY2012F$ PSY1004F$ PSY1006F$ PSY2012F$ MAM2047H$ MAM4018W$ MAM1013FEWA$ MAM2085S$ MAM2085S$ MAM2002S$ MAM4013W]
148, ACC, ELL, 604130044, 17, [ACC2022F$ ACC4020W$ ACC20144CE$ ACC2022S$ ACC4505H$ ACC4039H$ ACC1012S$ ACC3022N$ ACC2111S$ ELL2014F$ ELL2014F$ ELL1016S$ ELL1009F$ ELL4063H$ ELL1009F$ ELL1009F$ ELL4061F]
277, CHE, REL, 1099153075, 10, [CHE3062SEWA$ CHE3070S$ CHE3067S$ CHE3040SEWA$ CHE1005W$ REL4053F$ REL1002F$ REL3042S$ REL1015F$ REL1002F]
166, BUS, EEE, 2032607809, 17, [BUS201210CE$ BUS1601CE$ BUS1404CE$ BUS4019R$ BUS3038R$ BUS1003H$ BUS4030H$ BUS3043S$ EEE4051F$ EEE4086F$ EEE2041F$ EEE2030F$ EEE2036S$ EEE4110Z$ EEE2038W$ EEE4110Z$ EEE3073S]
156, FIN, REL, 1795678951, 7, [FIN3027S$ FIN4059F$ FIN4056F$ REL2053S$ REL4049F$ REL3042S$ REL4010F]
150, INF, ACC, 2077883341, 17, [INF2011S$ INF3031Q$ INF3030Q$ INF1002S$ INF3032R$ INF4028Q$ INF1102S$ INF1002F$ ACC2022F$ ACC3503H$ ACC2022F$ ACC3004N$ ACC2022N$ ACC2023F$ ACC11202CE$ ACC3022H$ ACC11201CE]
60, AXL, DOH, 2087225285, 13, [AXL3300F$ AXL4313S$ AXL4306S$ AXL1401S$ AXL1400F$ AXL4206S$ AXL1302S$ AXL3402SEWA$ DOH1009F$ DOH1005F$ DOH1020CE$ DOH2001S$ DOH1005F]
65, HUB, PTY, 1671575987, 7, [HUB4046F$ HUB4000W$ HUB4051S$ HUB4053S$ PTY4005W$ PTY4007W$ PTY4001W]
155, ACC, ECO, 1967319767, 7, [ACC1006S$ ACC3023N$ ACC3501W$ ECO4053S$ ECO4013S$ ECO4106F$ ECO4111F]
51, FTX, FTX, 183643347, 16, [FTX4036F$ FTX4086F$ FTX1004S$ FTX4052H$ FTX2024M$ FTX3044F$ FTX2024S$ FTX1004S$ FTX20131CE$ FTX2020F$ FTX2020F$ FTX2024N$ FTX3045N$ FTX1004S$ FTX2024S$ FTX4036F]
163, AXL, DOH, 1458713987, 10, [AXL1400F$ AXL2103S$ AXL2402S$ AXL3401S$ AXL3301S$ DOH1010S$ DOH1010S$ DOH1009S$ DOH2001S$ DOH1002F]
289, EDN, PED, 724664383, 16, [EDN2029CE$ EDN3239W$ EDN2034CE$ EDN4002S$ EDN3227W$ EDN2023CE$ EDN3218W$ PED4022S$ PED4030F$ PED4040W$ PED4030F$ PED4029F$ PED4008F$ PED4002F$ PED4029F$ PED4029S]
267, DOH, DOH, 1904114371, 7, [DOH1009S$ DOH1009F$ DOH1020CE$ DOH2001S$ DOH1009F$ DOH1020CE$ DOH1010S]
225, PHY, CSC, 1815563049, 10, [PHY1015S$ PHY2004W$ PHY1025F$ CSC4012Z$ CSC4018W$ CSC2005Z$ CSC4000W$ CSC4013Z$ CSC4013Z$ CSC4016W]
150, RAY, SEA, 365950293, 11, [RAY4006W$ RAY4010W$ RAY4017W$ RAY2004S$ RAY4020W$ SEA2005S$ SEA1001CE$ SEA4001W$ SEA4003W$ SEA4004W$ SEA2004F]
111, ACC, EGS, 1940149197, 11, [ACC4000N$ ACC1006S$ ACC3009N$ ACC2112W$ EGS4011F$ EGS4011S$ EGS4041F$ EGS4051F$ EGS1005F$ EGS4052W$ EGS4040F]
120, DOH, MCB, 1477075027, 12, [DOH1009S$ DOH1001CE$ DOH1005F$ DOH1002F$ DOH1002F$ DOH1010S$ DOH1001CE$ MCB3023S$ MCB2021F$ MCB2020F$ MCB4002W$ MCB4003W]
92, HUB, SWK, 686746408, 15, [HUB3006F$ HUB4063WEWA$ HUB4083W$ HUB4028F$ HUB4049H$ HUB2019F$ HUB4028F$ SWK2013S$ SWK4035S$ SWK4013F$ SWK4015F$ SWK4003F$ SWK3075S$ SWK1004S$ SWK2001F]
105, AHS, AST, 1995843108, 14, [AHS1025S$ AHS4129F$ AHS1049S$ AHS3113W$ AHS1034S$ AHS1033F$ AST4008W$ AST4010W$ AST3002F$ AST4008W$ AST4007W$ AST3003S$ AST2003H$ AST3002F]
94, EBE, REL, 1300882721, 10, [CPD1059CE$ CPD1157CE$ CPD1145CE$ CPD1144CE$ CPD1141CE$ REL4048S$ REL1002F$ REL4046S$ REL1015F$ REL2048S]
318, FAM, SWK, 1492357012, 11, [FAM1000S$ FAM4036S$ FAM3007F$ SWK4002S$ SWK4003F$ SWK4031S$ SWK2065S$ SWK2075S$ SWK3001F$ SWK4026S$ SWK2070F]
287, ACC, BUS, 1045881856, 10, [ACC1006S$ ACC4036W$ ACC3020W$ ACC2111S$ BUS201206CE$ BUS4091F$ BUS4026W$ BUS2011F$ BUS4029H$ BUS1601CE]
191, AXL, SOC, 1904886340, 7, [AXL2402S$ AXL2401F$ AXL4203F$ AXL3401S$ SOC3007F$ SOC4013F$ SOC4021S]
108, ECO, ACC, 549586715, 12, [ECO4111F$ ECO4115F$ ECO4105S$ ECO4101S$ ECO1110S$ ECO1011S$ ECO4124Z$ ACC3023S$ ACC11201CE$ ACC4505H$ ACC3004H$ ACC20144CE]
293, FIN, HST, 231620429, 7, [FIN2013S$ FIN1001W$ FIN3011W$ FIN3013W$ HST1005F$ HST3038F$ HST3041F]
172, PPH, EDN, 592872666, 12, [PPH4034S$ PPH4040S$ PPH4051F$ PPH4057W$ EDN1002CE$ EDN2029CE$ EDN4507F$ EDN4500W$ EDN2013CE$ EDN4094W$ EDN20021CE$ EDN4504F]
150, DOH, SLL, 1891005547, 12, [DOH2001S$ DOH1002F$ DOH1001CE$ DOH1004CE$ SLL3061S$ SLL1074S$ SLL4091S$ SLL4091S$ SLL1065S$ SLL3040F$ SLL4088S$ SLL2082F]
131, APG, EBE, 147327967, 11, [APG4032S$ APG4051Z$ APG1003W$ APG3038F$ APG4054F$ CPD1114CE$ CPD1144CE$ CPD10009CE$ CPD1146CE$ CPD1157CE$ CPD1115CE]
99, INF, GSB, 594377290, 10, [INF4026F$ INF1601CE$ INF1601CE$ INF2009F$ INF4016W$ GSB1427CE$ GSB4507F$ GSB4401F$ GSB1421CE$ GSB4524F]
86, CON, DOM, 601278281, 11, [CON1019S$ CON3038W$ CON2031S$ CON4042H$ CON4039S$ CON3043W$ CON3035S$ DOM1014CE$ DOM1008CE$ DOM1008CE$ DOM1010CE]
268, PHI, POL, 1781777389, 13, [PHI4004H$ PHI4022S$ PHI4024S$ PHI2043FEWA$ PHI4012S$ PHI2016S$ PHI3024S$ PHI1010S$ PHI2041S$ POL3043F$ POL1010S$ POL2002S$ POL2039F]
146, FTX, MEC, 649996198, 7, [FTX2024N$ FTX4037S$ FTX4035W$ MEC1000X$ MEC1008SEWA$ MEC3044S$ MEC3072F]
58, SLL, AGE, 333724154, 13, [SLL1102S$ SLL3080F$ SLL2101F$ SLL3041S$ SLL2083S$ AGE2011S$ AGE3013H$ AGE4000CE$ AGE3011F$ AGE2011S$ AGE4004W$ AGE2012F$ AGE3013H]
171, CSC, AST, 1895112711, 9, [CSC4003W$ CSC1011H$ CSC2003S$ AST2002H$ AST4008W$ AST1000F$ AST1000F$ AST4010W$ AST3003S]
278, ACC, EDN, 2146193082, 13, [ACC2023F$ ACC11202CE$ ACC2011N$ ACC2012W$ ACC3502H$ ACC4023W$ ACC3501W$ ACC2011S$ ACC11202CE$ EDN4508W$ EDN3239W$ EDN3238W$ EDN2020CE]
199, HST, HST, 894688838, 11, [HST4034F$ HST2011S$ HST1011F$ HST4058S$ HST4010F$ HST3005F$ HST2043S$ HST2041F$ HST3042S$ HST4053F$ HST4021H]
84, APG, MEC, 1497416623, 12, [APG2021W$ APG4031F$ APG4003Z$ MEC2023S$ MEC1005W$ MEC4109S$ MEC4047F$ MEC2043F$ MEC1000X$ MEC3035F$ MEC4109S$ MEC3035F]
182, CON, FAM, 542887835, 14, [CON4032F$ CON4047W$ CON3033F$ CON4032F$ CON2031S$ CON3039S$ CON3034F$ FAM1000CE$ FAM4001W$ FAM4013F$ FAM4010F$ FAM4032F$ FAM4008F$ FAM3009F]
156, FTX, GSB, 573108156, 12, [FTX3045S$ FTX2020F$ FTX1400CE$ GSB4107Z$ GSB4428F$ GSB4223S$ GSB4506F$ GSB4427F$ GSB20141CE$ GSB4408F$ GSB4513W$ GSB4405F]
248, SWK, CSC, 1190936415, 10, [SWK4002S$ SWK4031S$ SWK2001F$ SWK4003F$ CSC2001F$ CSC2002S$ CSC3020H$ CSC4003W$ CSC3023F$ CSC2005Z]
98, HUB, AXL, 1195572024, 7, [HUB1022F$ HUB4032H$ HUB4083W$ AXL1401S$ AXL1401S$ AXL2400Z$ AXL4312F]
192, ACC, FTX, 79158658, 11, [ACC3023S$ ACC4020W$ ACC4023W$ ACC2023S$ ACC4025H$ ACC3503H$ FTX3044F$ FTX1005R$ FTX3044F$ FTX3045N$ FTX4035W]
53, GSB, MCB, 682564443, 10, [GSB1424CE$ GSB4505F$ GSB4524F$ MCB2020F$ MCB4004W$ MCB4004W$ MCB2023S$ MCB3025F$ MCB3026F$ MCB3024S]
257, MUZ, SOC, 1792503052, 11, [MUZ2389H$ MUZ1226H$ MUZ1347H$ MUZ1806H$ MUZ1399H$ MUZ3820H$ MUZ2802H$ SOC2036F$ SOC4004S$ SOC1007S$ SOC1006F]
155, GSB, FTX, 1197968971, 7, [GSB4408F$ GSB4488S$ GSB1419CE$ FTX3045S$ FTX4035W$ FTX4010F$ FTX2024F]
140, ECO, ACC, 290187630, 11, [ECO4051S$ ECO2003F$ ECO1010S$ ACC2023N$ ACC4020W$ ACC3020W$ ACC3500W$ ACC2022F$ ACC1106F$ ACC4505H$ ACC2111S]
138, FTX, SWK, 1660923458, 13, [FTX4056S$ FTX4036F$ FTX3045N$ FTX3045S$ SWK4004S$ SWK2060F$ SWK4011F$ SWK4035S$ SWK4035S$ SWK4002S$ SWK4003F$ SWK4012S$ SWK4014S]
296, BUS, GSB, 586219872, 14, [BUS4091Q$ BUS4075S$ BUS2010S$ BUS20132CE$ BUS4092R$ BUS4074R$ GSB4414S$ GSB4514W$ GSB4458S$ GSB1401CE$ GSB20141CE$ GSB4428F$ GSB4264Z$ GSB1410CE]
303, HST, MEC, 255092722, 11, [HST2043S$ HST3039H$ HST1011F$ HST3005F$ HST3038F$ HST4057F$ MEC4104F$ MEC4110W$ MEC3033F$ MEC3045F$ MEC4108S]
92, MEC, POL, 2143332091, 9, [MEC3045F$ MEC1017F$ MEC3037S$ MEC3060F$ MEC1002W$ MEC3023F$ POL2038F$ POL2002S$ POL4007H]
65, BIO, STA, 722168174, 11, [BIO4002W$ BIO3016S$ BIO3002F$ BIO4002W$ BIO3017S$ STA1006S$ STA3045F$ STA1007S$ STA1000S$ STA4020W$ STA1008S]
212, SEA, MCB, 1051096957, 9, [SEA2005S$ SEA1001CE$ SEA2005S$ SEA4003W$ SEA4001W$ MCB3024S$ MCB4004W$ MCB3024S$ MCB4003W]
237, HSE, PHI, 446173534, 14, [HSE4004S$ HSE1013F$ HSE4001F$ HSE4004S$ HSE1005S$ HSE1010S$ HSE1010S$ HSE4005CE$ HSE1005S$ PHI4000W$ PHI1024F$ PHI2043F$ PHI2012F$ PHI2042F]
207, REL, SLL, 1322547286, 12, [REL4010F$ REL2048S$ REL3042S$ SLL2064F$ SLL2065S$ SLL2062F$ SLL3081S$ SLL3062F$ SLL2063S$ SLL2002H$ SLL1132S$ SLL3040F]
272, PED, HUB, 1992165750, 12, [PED4040W$ PED4030S$ PED4030F$ PED4009S$ PED4030S$ PED4025W$ PED4020S$ PED4040W$ PED4026W$ HUB4062W$ HUB1020S$ HUB1019F]
50, FAM, POL, 1072253082, 7, [FAM4015S$ FAM3010F$ FAM1001F$ POL4007H$ POL4033F$ POL1005S$ POL4006F]
153, SOC, REL, 1611150711, 12, [SOC3007FEWA$ SOC1007S$ SOC2036F$ SOC4013F$ SOC1001F$ SOC4015F$ SOC2035S$ REL4011H$ REL1015F$ REL4046S$ REL4053F$ REL2053S]
306, GEO, AGE, 591593867, 9, [GEO2006S$ GEO3001S$ GEO2005X$ AGE3011F$ AGE1004S$ AGE3013H$ AGE4004W$ AGE4004W$ AGE2011S]
248, ACC, DOH, 844337403, 17, [ACC1012S$ ACC3020W$ ACC3023N$ ACC2112W$ ACC2022S$ ACC1006S$ ACC2018S$ ACC4038H$ ACC2011S$ DOH1009F$ DOH1004CE$ DOH1001CE$ DOH1010S$ DOH1009S$ DOH2001S$ DOH1003CE$ DOH1005F]
220, ACC, CON, 1234118151, 9, [ACC2111N$ ACC11202CE$ ACC4002H$ ACC3023S$ CON2013X$ CON2027F$ CON1019S$ CON3039S$ CON4047W]
278, BUS, PSY, 738494140, 12, [BUS1406CE$ BUS4040S$ BUS4074R$ BUS2018F$ BUS4027W$ BUS4074R$ BUS3018F$ BUS4028F$ PSY2006F$ PSY3010S$ PSY2010S$ PSY3007SEWA]
200, RAY, PTY, 921008576, 13, [RAY4018W$ RAY4010W$ RAY4017W$ RAY4015W$ PTY3009H$ PTY4008S$ PTY4003W$ PTY4001W$ PTY4006W$ PTY4003W$ PTY4006W$ PTY4000W$ PTY4006W]
69, APG, MEC, 1147511229, 14, [APG2039W$ APG4002Z$ APG2014S$ APG2014S$ APG1005S$ APG3034W$ APG4011F$ MEC4104F$ MEC3060F$ MEC3045F$ MEC3031S$ MEC1008S$ MEC1017F$ MEC2022S]
235, BUS, AXL, 1499092156, 14, [BUS4092R$ BUS3041F$ BUS201211CE$ BUS4052H$ BUS201211CE$ BUS2035S$ BUS4034S$ AXL4405S$ AXL4312F$ AXL4205S$ AXL1303F$ AXL1302S$ AXL3400F$ AXL3402S]
135, MCB, EDN, 1646901814, 17, [MCB3023S$ MCB3012Z$ MCB2022S$ MCB2022S$ MCB3026F$ MCB2020F$ MCB3024S$ MCB2021F$ MCB4003W$ EDN4120W$ EDN3241W$ EDN3201W$ EDN3228W$ EDN4508W$ EDN2038CE$ EDN4517S$ EDN4178H]
304, POL, SOC, 255706290, 8, [POL4006F$ POL4013S$ POL3039S$ POL4005H$ SOC3007F$ SOC1006F$ SOC3027F$ SOC3027F]
208, PSY, FIN, 818638719, 17, [PSY3008F$ PSY3005F$ PSY1006F$ PSY3008FEWA$ PSY2003S$ PSY4000W$ PSY2006F$ PSY1006F$ FIN4015W$ FIN2011W$ FIN2028S$ FIN2028S$ FIN1006F$ FIN4012W$ FIN1005W$ FIN3024W$ FIN1005W]
